"SECONDS";"PID";"VALUE";"UNITS";
"36838.1046695";"Zündzeitpunkt";"47";"°";
"36838.3098577";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"36838.3098577";"Eingangsspannung Steuergerät";"14.296";"V";
"36838.3098577";"Gaspedalstellung D";"12.549019607843137";"%";
"36838.3098577";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36838.3098577";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36838.3098577";"Motordrehzahl";"4671";"rpm";
"36838.3098577";"Motordrehzahl x1000";"4.7";"rpm";
"36838.3098577";"Zündzeitpunkt";"46";"°";
"36838.605946";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"36838.605946";"Eingangsspannung Steuergerät";"14.296";"V";
"36838.605946";"Gaspedalstellung D";"12.549019607843137";"%";
"36838.605946";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36838.605946";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36838.605946";"Motordrehzahl";"4537";"rpm";
"36838.605946";"Motordrehzahl x1000";"4.5";"rpm";
"36838.605946";"Zündzeitpunkt";"46";"°";
"36838.7687652";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"36838.7687652";"Eingangsspannung Steuergerät";"14.296";"V";
"36838.7687652";"Gaspedalstellung D";"12.549019607843137";"%";
"36838.7687652";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36838.7687652";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36838.7687652";"Motordrehzahl";"4455";"rpm";
"36838.7687652";"Motordrehzahl x1000";"4.5";"rpm";
"36838.7687652";"Zündzeitpunkt";"46";"°";
"36838.9532571";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"36838.9532571";"Eingangsspannung Steuergerät";"14.296";"V";
"36838.9532571";"Gaspedalstellung D";"12.549019607843137";"%";
"36838.9532571";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36838.9532571";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36838.9532571";"Motordrehzahl";"4372";"rpm";
"36838.9532571";"Motordrehzahl x1000";"4.4";"rpm";
"36838.9532571";"Zündzeitpunkt";"46";"°";
"36839.248992";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"36839.248992";"Eingangsspannung Steuergerät";"14.296";"V";
"36839.248992";"Gaspedalstellung D";"12.549019607843137";"%";
"36839.248992";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36839.248992";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36839.248992";"Motordrehzahl";"4292";"rpm";
"36839.248992";"Motordrehzahl x1000";"4.3";"rpm";
"36839.248992";"Zündzeitpunkt";"45";"°";
"36839.4253317";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"36839.4253317";"Eingangsspannung Steuergerät";"14.296";"V";
"36839.4253317";"Gaspedalstellung D";"12.549019607843137";"%";
"36839.4253317";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36839.4253317";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36839.4253317";"Motordrehzahl";"4157";"rpm";
"36839.4253317";"Motordrehzahl x1000";"4.2";"rpm";
"36839.4253317";"Zündzeitpunkt";"44";"°";
"36839.5963336";"Abs. Drosselklappenstellung";"14.901960784313726";"%";
"36839.5963336";"Eingangsspannung Steuergerät";"14.296";"V";
"36839.5963336";"Gaspedalstellung D";"12.549019607843137";"%";
"36839.5963336";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36839.5963336";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36839.5963336";"Motordrehzahl";"4077";"rpm";
"36839.5963336";"Motordrehzahl x1000";"4.1";"rpm";
"36839.5963336";"Zündzeitpunkt";"44";"°";
"36839.8607645";"Abs. Drosselklappenstellung";"16.862745098039216";"%";
"36839.8607645";"Eingangsspannung Steuergerät";"14.296";"V";
"36839.8607645";"Gaspedalstellung D";"20.784313725490197";"%";
"36839.8607645";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36839.8607645";"Lambdasonde Sensor 1 Bank 1 Spannung";"0";"V";
"36839.8607645";"Motordrehzahl";"3987";"rpm";
"36839.8607645";"Motordrehzahl x1000";"4";"rpm";
"36839.8607645";"Zündzeitpunkt";"34";"°";
"36840.093623";"Abs. Drosselklappenstellung";"25.098039215686274";"%";
"36840.093623";"Eingangsspannung Steuergerät";"14.218";"V";
"36840.093623";"Gaspedalstellung D";"32.94117647058823";"%";
"36840.093623";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36840.093623";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.035";"V";
"36840.093623";"Motordrehzahl";"3913";"rpm";
"36840.093623";"Motordrehzahl x1000";"3.9";"rpm";
"36840.093623";"Zündzeitpunkt";"34";"°";
"36840.2412612";"Abs. Drosselklappenstellung";"27.45098039215686";"%";
"36840.2412612";"Eingangsspannung Steuergerät";"14.218";"V";
"36840.2412612";"Gaspedalstellung D";"35.294117647058826";"%";
"36840.2412612";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"1.5625";"%";
"36840.2412612";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.075";"V";
"36840.2412612";"Motordrehzahl";"4065";"rpm";
"36840.2412612";"Motordrehzahl x1000";"4.1";"rpm";
"36840.2412612";"Zündzeitpunkt";"31";"°";
"36840.4414688";"Abs. Drosselklappenstellung";"27.45098039215686";"%";
"36840.4414688";"Eingangsspannung Steuergerät";"14.296";"V";
"36840.4414688";"Gaspedalstellung D";"35.294117647058826";"%";
"36840.4414688";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"1.5625";"%";
"36840.4414688";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.115";"V";
"36840.4414688";"Motordrehzahl";"4125";"rpm";
"36840.4414688";"Motordrehzahl x1000";"4.1";"rpm";
"36840.4414688";"Zündzeitpunkt";"31";"°";
"36840.7131985";"Abs. Drosselklappenstellung";"27.45098039215686";"%";
"36840.7131985";"Eingangsspannung Steuergerät";"14.296";"V";
"36840.7131985";"Gaspedalstellung D";"35.68627450980392";"%";
"36840.7131985";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"1.5625";"%";
"36840.7131985";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.7000000000000001";"V";
"36840.7131985";"Motordrehzahl";"4155";"rpm";
"36840.7131985";"Motordrehzahl x1000";"4.2";"rpm";
"36840.7131985";"Zündzeitpunkt";"32";"°";
"36840.8802439";"Abs. Drosselklappenstellung";"27.84313725490196";"%";
"36840.8802439";"Eingangsspannung Steuergerät";"14.296";"V";
"36840.8802439";"Gaspedalstellung D";"36.470588235294116";"%";
"36840.8802439";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36840.8802439";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.465";"V";
"36840.8802439";"Motordrehzahl";"4234";"rpm";
"36840.8802439";"Motordrehzahl x1000";"4.2";"rpm";
"36840.8802439";"Zündzeitpunkt";"32";"°";
"36841.1339406";"Abs. Drosselklappenstellung";"27.45098039215686";"%";
"36841.1339406";"Eingangsspannung Steuergerät";"14.296";"V";
"36841.1339406";"Gaspedalstellung D";"37.254901960784316";"%";
"36841.1339406";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"2.34375";"%";
"36841.1339406";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.76";"V";
"36841.1339406";"Motordrehzahl";"4319";"rpm";
"36841.1339406";"Motordrehzahl x1000";"4.3";"rpm";
"36841.1339406";"Zündzeitpunkt";"33";"°";
"36841.3100238";"Abs. Drosselklappenstellung";"30.19607843137255";"%";
"36841.3100238";"Eingangsspannung Steuergerät";"14.296";"V";
"36841.3100238";"Gaspedalstellung D";"45.88235294117647";"%";
"36841.3100238";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36841.3100238";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.505";"V";
"36841.3100238";"Motordrehzahl";"4375";"rpm";
"36841.3100238";"Motordrehzahl x1000";"4.4";"rpm";
"36841.3100238";"Zündzeitpunkt";"32";"°";
"36841.4971622";"Abs. Drosselklappenstellung";"34.11764705882353";"%";
"36841.4971622";"Eingangsspannung Steuergerät";"14.296";"V";
"36841.4971622";"Gaspedalstellung D";"54.90196078431372";"%";
"36841.4971622";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"2.34375";"%";
"36841.4971622";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.835";"V";
"36841.4971622";"Motordrehzahl";"4455";"rpm";
"36841.4971622";"Motordrehzahl x1000";"4.5";"rpm";
"36841.4971622";"Zündzeitpunkt";"30";"°";
"36841.6691099";"Abs. Drosselklappenstellung";"35.294117647058826";"%";
"36841.6691099";"Eingangsspannung Steuergerät";"14.218";"V";
"36841.6691099";"Gaspedalstellung D";"58.431372549019606";"%";
"36841.6691099";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36841.6691099";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.835";"V";
"36841.6691099";"Motordrehzahl";"4587";"rpm";
"36841.6691099";"Motordrehzahl x1000";"4.6";"rpm";
"36841.6691099";"Zündzeitpunkt";"29";"°";
"36841.852818";"Abs. Drosselklappenstellung";"35.68627450980392";"%";
"36841.852818";"Eingangsspannung Steuergerät";"14.218";"V";
"36841.852818";"Gaspedalstellung D";"60";"%";
"36841.852818";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36841.852818";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8";"V";
"36841.852818";"Motordrehzahl";"4673";"rpm";
"36841.852818";"Motordrehzahl x1000";"4.7";"rpm";
"36841.852818";"Zündzeitpunkt";"29";"°";
"36842.1012733";"Abs. Drosselklappenstellung";"35.68627450980392";"%";
"36842.1012733";"Eingangsspannung Steuergerät";"14.218";"V";
"36842.1012733";"Gaspedalstellung D";"60.78431372549019";"%";
"36842.1012733";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36842.1012733";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8";"V";
"36842.1012733";"Motordrehzahl";"4777";"rpm";
"36842.1012733";"Motordrehzahl x1000";"4.8";"rpm";
"36842.1012733";"Zündzeitpunkt";"30";"°";
"36842.4569191";"Abs. Drosselklappenstellung";"35.68627450980392";"%";
"36842.4569191";"Eingangsspannung Steuergerät";"14.218";"V";
"36842.4569191";"Gaspedalstellung D";"60.3921568627451";"%";
"36842.4569191";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36842.4569191";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.78";"V";
"36842.4569191";"Motordrehzahl";"4934";"rpm";
"36842.4569191";"Motordrehzahl x1000";"4.9";"rpm";
"36842.4569191";"Zündzeitpunkt";"30";"°";
"36842.6579723";"Abs. Drosselklappenstellung";"35.294117647058826";"%";
"36842.6579723";"Eingangsspannung Steuergerät";"14.296";"V";
"36842.6579723";"Gaspedalstellung D";"60.3921568627451";"%";
"36842.6579723";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36842.6579723";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.76";"V";
"36842.6579723";"Motordrehzahl";"4992";"rpm";
"36842.6579723";"Motordrehzahl x1000";"5";"rpm";
"36842.6579723";"Zündzeitpunkt";"31";"°";
"36842.8370486";"Abs. Drosselklappenstellung";"35.294117647058826";"%";
"36842.8370486";"Eingangsspannung Steuergerät";"14.218";"V";
"36842.8370486";"Gaspedalstellung D";"60";"%";
"36842.8370486";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36842.8370486";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.76";"V";
"36842.8370486";"Motordrehzahl";"5080";"rpm";
"36842.8370486";"Motordrehzahl x1000";"5.1";"rpm";
"36842.8370486";"Zündzeitpunkt";"31";"°";
"36843.0177565";"Abs. Drosselklappenstellung";"34.509803921568626";"%";
"36843.0177565";"Eingangsspannung Steuergerät";"14.218";"V";
"36843.0177565";"Gaspedalstellung D";"56.470588235294116";"%";
"36843.0177565";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36843.0177565";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.78";"V";
"36843.0177565";"Motordrehzahl";"5136";"rpm";
"36843.0177565";"Motordrehzahl x1000";"5.1";"rpm";
"36843.0177565";"Zündzeitpunkt";"31";"°";
"36843.1777099";"Abs. Drosselklappenstellung";"30.19607843137255";"%";
"36843.1777099";"Eingangsspannung Steuergerät";"14.296";"V";
"36843.1777099";"Gaspedalstellung D";"44.705882352941174";"%";
"36843.1777099";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36843.1777099";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8";"V";
"36843.1777099";"Motordrehzahl";"5160";"rpm";
"36843.1777099";"Motordrehzahl x1000";"5.2";"rpm";
"36843.1777099";"Zündzeitpunkt";"33";"°";
"36843.4687666";"Abs. Drosselklappenstellung";"26.274509803921568";"%";
"36843.4687666";"Eingangsspannung Steuergerät";"14.296";"V";
"36843.4687666";"Gaspedalstellung D";"35.294117647058826";"%";
"36843.4687666";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36843.4687666";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.76";"V";
"36843.4687666";"Motordrehzahl";"5223";"rpm";
"36843.4687666";"Motordrehzahl x1000";"5.2";"rpm";
"36843.4687666";"Zündzeitpunkt";"41";"°";
"36843.7821497";"Abs. Drosselklappenstellung";"23.92156862745098";"%";
"36843.7821497";"Eingangsspannung Steuergerät";"14.218";"V";
"36843.7821497";"Gaspedalstellung D";"30.19607843137255";"%";
"36843.7821497";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36843.7821497";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.33";"V";
"36843.7821497";"Motordrehzahl";"5203";"rpm";
"36843.7821497";"Motordrehzahl x1000";"5.2";"rpm";
"36843.7821497";"Zündzeitpunkt";"45";"°";
"36843.9413135";"Abs. Drosselklappenstellung";"23.92156862745098";"%";
"36843.9413135";"Eingangsspannung Steuergerät";"14.296";"V";
"36843.9413135";"Gaspedalstellung D";"29.41176470588235";"%";
"36843.9413135";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36843.9413135";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.72";"V";
"36843.9413135";"Motordrehzahl";"5224";"rpm";
"36843.9413135";"Motordrehzahl x1000";"5.2";"rpm";
"36843.9413135";"Zündzeitpunkt";"46";"°";
"36844.1346682";"Abs. Drosselklappenstellung";"21.96078431372549";"%";
"36844.1346682";"Eingangsspannung Steuergerät";"14.296";"V";
"36844.1346682";"Gaspedalstellung D";"25.88235294117647";"%";
"36844.1346682";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36844.1346682";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.78";"V";
"36844.1346682";"Motordrehzahl";"5185";"rpm";
"36844.1346682";"Motordrehzahl x1000";"5.2";"rpm";
"36844.1346682";"Zündzeitpunkt";"50";"°";
"36844.3011479";"Abs. Drosselklappenstellung";"22.352941176470587";"%";
"36844.3011479";"Eingangsspannung Steuergerät";"14.296";"V";
"36844.3011479";"Gaspedalstellung D";"25.098039215686274";"%";
"36844.3011479";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36844.3011479";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.21";"V";
"36844.3011479";"Motordrehzahl";"5209";"rpm";
"36844.3011479";"Motordrehzahl x1000";"5.2";"rpm";
"36844.3011479";"Zündzeitpunkt";"50";"°";
"36844.4822198";"Abs. Drosselklappenstellung";"21.96078431372549";"%";
"36844.4822198";"Eingangsspannung Steuergerät";"14.296";"V";
"36844.4822198";"Gaspedalstellung D";"24.705882352941178";"%";
"36844.4822198";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36844.4822198";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.74";"V";
"36844.4822198";"Motordrehzahl";"5196";"rpm";
"36844.4822198";"Motordrehzahl x1000";"5.2";"rpm";
"36844.4822198";"Zündzeitpunkt";"50";"°";
"36844.6532833";"Abs. Drosselklappenstellung";"21.96078431372549";"%";
"36844.6532833";"Eingangsspannung Steuergerät";"14.296";"V";
"36844.6532833";"Gaspedalstellung D";"24.705882352941178";"%";
"36844.6532833";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36844.6532833";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.39";"V";
"36844.6532833";"Motordrehzahl";"5196";"rpm";
"36844.6532833";"Motordrehzahl x1000";"5.2";"rpm";
"36844.6532833";"Zündzeitpunkt";"50";"°";
"36845.0165244";"Abs. Drosselklappenstellung";"21.96078431372549";"%";
"36845.0165244";"Eingangsspannung Steuergerät";"14.296";"V";
"36845.0165244";"Gaspedalstellung D";"21.96078431372549";"%";
"36845.0165244";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36845.0165244";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.72";"V";
"36845.0165244";"Motordrehzahl";"5170";"rpm";
"36845.0165244";"Motordrehzahl x1000";"5.2";"rpm";
"36845.0165244";"Zündzeitpunkt";"50";"°";
"36845.196608";"Abs. Drosselklappenstellung";"20.392156862745097";"%";
"36845.196608";"Eingangsspannung Steuergerät";"14.296";"V";
"36845.196608";"Gaspedalstellung D";"20.392156862745097";"%";
"36845.196608";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36845.196608";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.545";"V";
"36845.196608";"Motordrehzahl";"5129";"rpm";
"36845.196608";"Motordrehzahl x1000";"5.1";"rpm";
"36845.196608";"Zündzeitpunkt";"50";"°";
"36845.3802878";"Abs. Drosselklappenstellung";"21.96078431372549";"%";
"36845.3802878";"Eingangsspannung Steuergerät";"14.218";"V";
"36845.3802878";"Gaspedalstellung D";"28.235294117647058";"%";
"36845.3802878";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36845.3802878";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.17500000000000002";"V";
"36845.3802878";"Motordrehzahl";"5145";"rpm";
"36845.3802878";"Motordrehzahl x1000";"5.1";"rpm";
"36845.3802878";"Zündzeitpunkt";"50";"°";
"36845.5765815";"Abs. Drosselklappenstellung";"26.666666666666668";"%";
"36845.5765815";"Eingangsspannung Steuergerät";"14.218";"V";
"36845.5765815";"Gaspedalstellung D";"39.21568627450981";"%";
"36845.5765815";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36845.5765815";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.115";"V";
"36845.5765815";"Motordrehzahl";"5113";"rpm";
"36845.5765815";"Motordrehzahl x1000";"5.1";"rpm";
"36845.5765815";"Zündzeitpunkt";"41";"°";
"36845.7892267";"Abs. Drosselklappenstellung";"27.058823529411764";"%";
"36845.7892267";"Eingangsspannung Steuergerät";"14.218";"V";
"36845.7892267";"Gaspedalstellung D";"39.6078431372549";"%";
"36845.7892267";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36845.7892267";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.25";"V";
"36845.7892267";"Motordrehzahl";"5130";"rpm";
"36845.7892267";"Motordrehzahl x1000";"5.1";"rpm";
"36845.7892267";"Zündzeitpunkt";"40";"°";
"36845.9703339";"Abs. Drosselklappenstellung";"26.274509803921568";"%";
"36845.9703339";"Eingangsspannung Steuergerät";"14.218";"V";
"36845.9703339";"Gaspedalstellung D";"33.72549019607843";"%";
"36845.9703339";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36845.9703339";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.74";"V";
"36845.9703339";"Motordrehzahl";"5162";"rpm";
"36845.9703339";"Motordrehzahl x1000";"5.2";"rpm";
"36845.9703339";"Zündzeitpunkt";"42";"°";
"36846.3415299";"Abs. Drosselklappenstellung";"21.568627450980394";"%";
"36846.3415299";"Eingangsspannung Steuergerät";"14.218";"V";
"36846.3415299";"Gaspedalstellung D";"22.745098039215687";"%";
"36846.3415299";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36846.3415299";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.64";"V";
"36846.3415299";"Motordrehzahl";"5198";"rpm";
"36846.3415299";"Motordrehzahl x1000";"5.2";"rpm";
"36846.3415299";"Zündzeitpunkt";"50";"°";
"36846.5453019";"Abs. Drosselklappenstellung";"17.254901960784313";"%";
"36846.5453019";"Eingangsspannung Steuergerät";"14.296";"V";
"36846.5453019";"Gaspedalstellung D";"14.901960784313726";"%";
"36846.5453019";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36846.5453019";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.8200000000000001";"V";
"36846.5453019";"Motordrehzahl";"5086";"rpm";
"36846.5453019";"Motordrehzahl x1000";"5.1";"rpm";
"36846.5453019";"Zündzeitpunkt";"49";"°";
"36846.733758";"Abs. Drosselklappenstellung";"16.470588235294116";"%";
"36846.733758";"Eingangsspannung Steuergerät";"14.296";"V";
"36846.733758";"Gaspedalstellung D";"14.901960784313726";"%";
"36846.733758";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36846.733758";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.835";"V";
"36846.733758";"Motordrehzahl";"5033";"rpm";
"36846.733758";"Motordrehzahl x1000";"5";"rpm";
"36846.733758";"Zündzeitpunkt";"48";"°";
"36846.9171563";"Abs. Drosselklappenstellung";"16.470588235294116";"%";
"36846.9171563";"Eingangsspannung Steuergerät";"14.296";"V";
"36846.9171563";"Gaspedalstellung D";"15.686274509803921";"%";
"36846.9171563";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"-0.78125";"%";
"36846.9171563";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.115";"V";
"36846.9171563";"Motordrehzahl";"4989";"rpm";
"36846.9171563";"Motordrehzahl x1000";"5";"rpm";
"36846.9171563";"Zündzeitpunkt";"48";"°";
"36847.1382996";"Abs. Drosselklappenstellung";"17.254901960784313";"%";
"36847.1382996";"Eingangsspannung Steuergerät";"14.296";"V";
"36847.1382996";"Gaspedalstellung D";"16.862745098039216";"%";
"36847.1382996";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36847.1382996";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.095";"V";
"36847.1382996";"Motordrehzahl";"4936";"rpm";
"36847.1382996";"Motordrehzahl x1000";"4.9";"rpm";
"36847.1382996";"Zündzeitpunkt";"49";"°";
"36847.3206933";"Abs. Drosselklappenstellung";"17.647058823529413";"%";
"36847.3206933";"Eingangsspannung Steuergerät";"14.296";"V";
"36847.3206933";"Gaspedalstellung D";"18.03921568627451";"%";
"36847.3206933";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36847.3206933";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.055";"V";
"36847.3206933";"Motordrehzahl";"4923";"rpm";
"36847.3206933";"Motordrehzahl x1000";"4.9";"rpm";
"36847.3206933";"Zündzeitpunkt";"49";"°";
"36847.7311738";"Abs. Drosselklappenstellung";"18.431372549019606";"%";
"36847.7311738";"Eingangsspannung Steuergerät";"14.218";"V";
"36847.7311738";"Gaspedalstellung D";"19.607843137254903";"%";
"36847.7311738";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36847.7311738";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.055";"V";
"36847.7311738";"Motordrehzahl";"4836";"rpm";
"36847.7311738";"Motordrehzahl x1000";"4.8";"rpm";
"36847.7311738";"Zündzeitpunkt";"49";"°";
"36847.94268";"Abs. Drosselklappenstellung";"21.568627450980394";"%";
"36847.94268";"Eingangsspannung Steuergerät";"14.296";"V";
"36847.94268";"Gaspedalstellung D";"26.666666666666668";"%";
"36847.94268";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36847.94268";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.74";"V";
"36847.94268";"Motordrehzahl";"4833";"rpm";
"36847.94268";"Motordrehzahl x1000";"4.8";"rpm";
"36847.94268";"Zündzeitpunkt";"48";"°";
"36848.1322635";"Abs. Drosselklappenstellung";"23.92156862745098";"%";
"36848.1322635";"Eingangsspannung Steuergerät";"14.218";"V";
"36848.1322635";"Gaspedalstellung D";"30.58823529411765";"%";
"36848.1322635";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0";"%";
"36848.1322635";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.155";"V";
"36848.1322635";"Motordrehzahl";"4776";"rpm";
"36848.1322635";"Motordrehzahl x1000";"4.8";"rpm";
"36848.1322635";"Zündzeitpunkt";"44";"°";
"36848.334106";"Abs. Drosselklappenstellung";"24.313725490196077";"%";
"36848.334106";"Eingangsspannung Steuergerät";"14.218";"V";
"36848.334106";"Gaspedalstellung D";"33.72549019607843";"%";
"36848.334106";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36848.334106";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.37";"V";
"36848.334106";"Motordrehzahl";"4810";"rpm";
"36848.334106";"Motordrehzahl x1000";"4.8";"rpm";
"36848.334106";"Zündzeitpunkt";"43";"°";
"36848.5567786";"Abs. Drosselklappenstellung";"28.627450980392158";"%";
"36848.5567786";"Eingangsspannung Steuergerät";"14.218";"V";
"36848.5567786";"Gaspedalstellung D";"43.92156862745098";"%";
"36848.5567786";"Lambdasonde Sensor 1 Bank 1 Kurzfristige Kraftstofftrimmung";"0.78125";"%";
"36848.5567786";"Lambdasonde Sensor 1 Bank 1 Spannung";"0.075";"V";
"36848.5567786";"Motordrehzahl";"4835";"rpm";
"36848.5567786";"Motordrehzahl x1000";"4.8";"rpm";
"36848.5567786";"Zündzeitpunkt";"36";"°";
"36848.853689";"Abs. Drosselklappenstellung";"29.41176470588235";"%";
"36848.853689";"Eingangsspannung Steuergerät";"14.296";"V";
"36848.853689";"Gaspedalstellung D";"44.705882352941174";"%";
